time,object_id,x21_lidar,y21_lidar,rho_lidar_raw,alpha2_lidar_raw,rho_measured,alpha2_measured,rho_bias,alpha2_bias,rho_hat,alpha1_hat,alpha2_hat,v1_hat,u1_hat,v1_cmd,u1_cmd,v2_cmd,u2_cmd,mocap_valid,mocap_sync_mode,mocap_time_error,x1_mocap,y1_mocap,th1_mocap,x2_mocap,y2_mocap,th2_mocap,rho_mocap,alpha1_mocap,alpha2_mocap,rho_lidar_minus_mocap,alpha2_lidar_minus_mocap,rho_hat_minus_mocap,alpha1_hat_minus_mocap,alpha2_hat_minus_mocap
0.0887,1550,0.47876,0.43329,0.64571,0.73558,0.64571,0.73558,0.00000,-0.00000,0.64571,1.57080,0.73558,0.14000,0.00000,0.08000,0.00000,0.10000,0.79962,1,interpolated,0.000000,-0.58340,-0.11084,-0.00556,-1.04485,-0.60276,0.02820,0.67448,-2.31867,0.78916,-0.02876,-0.05358,-0.02876,-2.39371,-0.05358
0.1887,1550,0.48347,0.42920,0.64650,0.72601,0.64650,0.72601,0.00000,-0.00000,0.64612,1.60449,0.72447,0.14126,0.00000,0.08000,0.00000,0.10000,0.77675,1,interpolated,0.000000,-0.57731,-0.11053,-0.00415,-1.03759,-0.60309,0.04773,0.67415,-2.31818,0.77154,-0.02765,-0.04552,-0.02803,-2.36052,-0.04707
0.2874,1550,0.49112,0.41332,0.64190,0.69959,0.64190,0.69959,0.00000,-0.00000,0.64177,1.63667,0.69859,0.14208,0.00000,0.08000,0.00000,0.10000,0.72537,1,interpolated,0.000000,-0.57075,-0.11067,-0.00511,-1.02847,-0.60468,0.10588,0.67346,-2.31297,0.71764,-0.03157,-0.01805,-0.03169,-2.33354,-0.01905
0.3866,1550,0.50814,0.38933,0.64015,0.65378,0.64015,0.65378,0.00000,-0.00000,0.63992,1.66950,0.65402,0.14190,0.00000,0.08000,0.00000,0.10000,0.63888,1,interpolated,0.000000,-0.56304,-0.10995,-0.00308,-1.01847,-0.60550,0.17718,0.67304,-2.31096,0.65037,-0.03289,0.00341,-0.03313,-2.30273,0.00364
0.4842,1550,0.52897,0.35606,0.63764,0.59245,0.63764,0.59245,0.00000,-0.00000,0.63745,1.70162,0.59396,0.14068,0.00000,0.08000,0.00000,0.10000,0.52115,1,interpolated,0.000000,-0.55490,-0.11002,-0.00150,-1.00831,-0.60524,0.24567,0.67143,-2.31065,0.58378,-0.03380,0.00867,-0.03398,-2.27092,0.01017
0.5863,1550,0.55025,0.32063,0.63685,0.52760,0.63685,0.52760,0.00000,-0.00000,0.63659,1.73532,0.52973,0.13890,0.00000,0.08000,0.00000,0.10000,0.39359,1,interpolated,0.000000,-0.54734,-0.10975,0.00218,-0.99799,-0.60519,0.31368,0.66974,-2.31107,0.51902,-0.03289,0.00857,-0.03315,-2.23680,0.01070
0.6856,1550,0.56691,0.28494,0.63449,0.46574,0.63449,0.46574,0.00000,-0.00000,0.63430,1.76749,0.46840,0.13676,0.00000,0.08000,0.00000,0.10000,0.27000,1,interpolated,0.000000,-0.53937,-0.10937,-0.00097,-0.98774,-0.60345,0.36783,0.66719,-2.30676,0.46603,-0.03271,-0.00029,-0.03289,-2.20894,0.00237
0.7861,1550,0.58175,0.25280,0.63430,0.40993,0.63430,0.40993,0.00000,-0.00000,0.63402,1.80012,0.41284,0.13445,0.00000,0.08000,0.00000,0.10000,0.15769,1,interpolated,0.000000,-0.53174,-0.10929,0.00101,-0.97829,-0.60140,0.40577,0.66451,-2.30870,0.42814,-0.03021,-0.01821,-0.03049,-2.17436,-0.01530
0.8871,1550,0.59062,0.22509,0.63206,0.36412,0.63206,0.36412,0.00000,-0.00000,0.63188,1.83188,0.36703,0.13218,0.00000,0.08000,0.00000,0.10000,0.06476,1,interpolated,0.000000,-0.52383,-0.10898,0.00314,-0.96872,-0.59798,0.43183,0.66110,-2.31214,0.40077,-0.02904,-0.03665,-0.02922,-2.13916,-0.03374
0.9872,1550,0.59424,0.20461,0.62848,0.33161,0.62848,0.33161,0.00000,-0.00000,0.62837,1.86230,0.33429,0.13013,0.00000,0.08000,0.00000,0.10000,-0.00129,1,interpolated,0.000000,-0.51566,-0.10925,0.00663,-0.95977,-0.59471,0.44931,0.65795,-2.31838,0.38054,-0.02947,-0.04893,-0.02958,-2.10251,-0.04625
1.0872,1550,0.59518,0.19314,0.62573,0.31378,0.62573,0.31378,0.00000,-0.00000,0.62560,1.89187,0.31601,0.12848,0.00000,0.08000,0.00000,0.10000,-0.03682,1,interpolated,0.000000,-0.50846,-0.10871,0.00538,-0.95112,-0.59094,0.45706,0.65459,-2.31882,0.37109,-0.02886,-0.05731,-0.02900,-2.07250,-0.05508
1.1865,1550,0.59415,0.18583,0.62253,0.30313,0.62253,0.30313,0.00000,-0.00000,0.62243,1.92058,0.30514,0.12703,0.00000,0.08000,0.00000,0.10000,-0.05680,1,interpolated,0.000000,-0.50052,-0.10781,0.00583,-0.94180,-0.58643,0.45847,0.65101,-2.32146,0.36749,-0.02848,-0.06436,-0.02858,-2.04115,-0.06235
1.2870,1550,0.59153,0.18420,0.61954,0.30187,0.61954,0.30187,0.00000,-0.00000,0.61944,1.94879,0.30348,0.12589,0.00000,0.08000,0.00000,0.10000,-0.05729,1,interpolated,0.000000,-0.49276,-0.10783,0.00807,-0.93314,-0.58212,0.45375,0.64721,-2.32720,0.36871,-0.02767,-0.06684,-0.02777,-2.00720,-0.06523
1.3863,1550,0.58832,0.18384,0.61638,0.30288,0.61638,0.30288,0.00000,-0.00000,0.61630,1.97637,0.30434,0.12489,0.00000,0.08000,0.00000,0.10000,-0.05251,1,interpolated,0.000000,-0.48511,-0.10756,0.00438,-0.92468,-0.57792,0.44966,0.64378,-2.32674,0.36958,-0.02740,-0.06670,-0.02748,-1.98008,-0.06523
1.4871,1550,0.58294,0.18285,0.61094,0.30395,0.61094,0.30395,0.00000,-0.00000,0.61098,2.00380,0.30537,0.12390,0.00000,0.08000,0.00000,0.10000,-0.04775,1,interpolated,0.000000,-0.47663,-0.10720,0.00112,-0.91590,-0.57368,0.44567,0.64075,-2.32729,0.36976,-0.02980,-0.06581,-0.02977,-1.95210,-0.06439
1.5868,1550,0.58274,0.18155,0.61037,0.30201,0.61037,0.30201,0.00000,-0.00000,0.61020,2.03256,0.30355,0.12293,0.00000,0.08000,0.00000,0.10000,-0.04791,1,interpolated,0.000000,-0.46955,-0.10691,-0.00041,-0.90632,-0.56940,0.44298,0.63613,-2.32720,0.37101,-0.02577,-0.06900,-0.02593,-1.92342,-0.06746
1.7875,1550,0.57254,0.17641,0.59911,0.29889,0.59911,0.29889,0.00000,-0.00000,0.59918,2.08747,0.30042,0.12098,0.00000,0.08000,0.00000,0.10000,-0.04894,1,interpolated,0.000000,-0.45260,-0.10670,0.00032,-0.88826,-0.56057,0.43739,0.62912,-2.33604,0.36848,-0.03001,-0.06959,-0.02994,-1.85967,-0.06806
1.8838,1550,0.57152,0.18074,0.59942,0.30629,0.59942,0.30629,0.00000,-0.00000,0.59925,2.11390,0.30732,0.12043,0.00000,0.08000,0.00000,0.10000,-0.03055,1,interpolated,0.000000,-0.44537,-0.10642,0.00089,-0.87970,-0.55665,0.43005,0.62558,-2.33910,0.37333,-0.02616,-0.06705,-0.02633,-1.83018,-0.06601
1.9830,1550,0.57047,0.17830,0.59769,0.30293,0.59769,0.30293,0.00000,-0.00000,0.59761,2.14245,0.30438,0.11963,0.00000,0.08000,0.00000,0.10000,-0.03306,1,interpolated,0.000000,-0.43658,-0.10611,0.00101,-0.87051,-0.55265,0.42361,0.62265,-2.34288,0.37611,-0.02496,-0.07318,-0.02504,-1.79786,-0.07173
2.0829,1550,0.56053,0.17976,0.58865,0.31032,0.58865,0.31032,0.00000,-0.00000,0.58892,2.16708,0.31126,0.11903,0.00000,0.08000,0.00000,0.10000,-0.01635,1,interpolated,0.000000,-0.42899,-0.10604,0.00013,-0.86137,-0.54816,0.42065,0.61840,-2.34518,0.37589,-0.02975,-0.06557,-0.02948,-1.77093,-0.06463
2.1820,1550,0.55533,0.17875,0.58339,0.31141,0.58339,0.31141,0.00000,-0.00000,0.58351,2.19362,0.31256,0.11839,0.00000,0.08000,0.00000,0.10000,-0.01063,1,interpolated,0.000000,-0.42097,-0.10556,-0.00166,-0.85265,-0.54387,0.41958,0.61519,-2.34692,0.37343,-0.03181,-0.06202,-0.03168,-1.74264,-0.06088
2.2821,1550,0.55784,0.17389,0.58431,0.30217,0.58431,0.30217,0.00000,-0.00000,0.58416,2.22455,0.30379,0.11763,0.00000,0.08000,0.00000,0.10000,-0.02467,1,interpolated,0.000000,-0.41232,-0.10548,-0.00290,-0.84352,-0.54013,0.42042,0.61225,-2.34931,0.36896,-0.02794,-0.06679,-0.02809,-1.70932,-0.06517
2.3803,1550,0.55279,0.17051,0.57849,0.29919,0.57849,0.29919,0.00000,-0.00000,0.57865,2.25186,0.30057,0.11693,0.00000,0.08000,0.00000,0.10000,-0.02831,1,interpolated,0.000000,-0.40488,-0.10516,-0.00319,-0.83433,-0.53650,0.42182,0.60867,-2.35080,0.36578,-0.03018,-0.06659,-0.03002,-1.68053,-0.06521
2.4813,1550,0.54821,0.16826,0.57345,0.29781,0.57345,0.29781,0.00000,-0.00000,0.57359,2.27972,0.29910,0.11630,0.00000,0.08000,0.00000,0.10000,-0.02795,1,interpolated,0.000000,-0.39642,-0.10488,-0.00199,-0.82499,-0.53222,0.41989,0.60521,-2.35564,0.36408,-0.03176,-0.06627,-0.03162,-1.64782,-0.06498
2.5806,1550,0.54398,0.16717,0.56909,0.29815,0.56909,0.29815,0.00000,-0.00000,0.56921,2.30667,0.29934,0.11576,0.00000,0.08000,0.00000,0.10000,-0.02388,1,interpolated,0.000000,-0.38865,-0.10486,-0.00342,-0.81603,-0.52773,0.41523,0.60123,-2.35808,0.36486,-0.03214,-0.06671,-0.03202,-1.61843,-0.06552
2.6809,1550,0.54256,0.16932,0.56836,0.30250,0.56836,0.30250,0.00000,-0.00000,0.56832,2.33332,0.30345,0.11540,0.00000,0.08000,0.00000,0.10000,-0.01097,1,interpolated,0.000000,-0.38084,-0.10461,-0.00431,-0.80695,-0.52370,0.41147,0.59767,-2.36018,0.36562,-0.02931,-0.06313,-0.02935,-1.58968,-0.06217
2.7800,1550,0.53753,0.16742,0.56300,0.30193,0.56300,0.30193,0.00000,-0.00000,0.56317,2.35955,0.30304,0.11493,0.00000,0.08000,0.00000,0.10000,-0.00838,1,interpolated,0.000000,-0.37239,-0.10447,-0.00133,-0.79751,-0.51998,0.40947,0.59446,-2.36630,0.36448,-0.03146,-0.06255,-0.03128,-1.55733,-0.06145
2.8818,1550,0.53460,0.16414,0.55923,0.29789,0.55923,0.29789,0.00000,-0.00000,0.55934,2.38790,0.29914,0.11445,0.00000,0.08000,0.00000,0.10000,-0.01267,1,interpolated,0.000000,-0.36482,-0.10431,-0.00064,-0.78841,-0.51620,0.40914,0.59084,-2.36955,0.36226,-0.03161,-0.06436,-0.03149,-1.52574,-0.06311
2.9791,1550,0.53007,0.16365,0.55475,0.29945,0.55475,0.29945,0.00000,-0.00000,0.55491,2.41288,0.30043,0.11409,0.00000,0.08000,0.00000,0.10000,-0.00634,1,interpolated,0.000000,-0.35708,-0.10395,0.00045,-0.77979,-0.51228,0.40991,0.58773,-2.37394,0.35819,-0.03297,-0.05874,-0.03281,-1.49636,-0.05776
3.0788,1550,0.52639,0.16327,0.55113,0.30077,0.55113,0.30077,0.00000,-0.00000,0.55126,2.43840,0.30171,0.11377,0.00000,0.08000,0.00000,0.10000,0.00025,1,interpolated,0.000000,-0.34916,-0.10398,0.00062,-0.77090,-0.50820,0.40726,0.58417,-2.37802,0.35693,-0.03304,-0.05616,-0.03291,-1.46677,-0.05522
3.1782,1550,0.52243,0.16243,0.54709,0.30144,0.54709,0.30144,0.00000,-0.00000,0.54725,2.46353,0.30237,0.11347,0.00000,0.08000,0.00000,0.10000,0.00546,1,interpolated,0.000000,-0.34181,-0.10370,-0.00117,-0.76167,-0.50483,0.40589,0.58067,-2.37784,0.35670,-0.03358,-0.05526,-0.03343,-1.44182,-0.05433
3.2782,1550,0.51969,0.16185,0.54431,0.30191,0.54431,0.30191,0.00000,-0.00000,0.54441,2.48878,0.30281,0.11322,0.00000,0.08000,0.00000,0.10000,0.01045,1,interpolated,0.000000,-0.33353,-0.10323,0.00174,-0.75293,-0.50117,0.40450,0.57814,-2.38418,0.35465,-0.03384,-0.05274,-0.03373,-1.41023,-0.05184
3.3792,1550,0.52651,0.15842,0.54982,0.29227,0.54982,0.29227,0.00000,-0.00000,0.54956,2.51959,0.29361,0.11304,0.00000,0.08000,0.00000,0.10000,-0.00357,1,interpolated,0.000000,-0.32612,-0.10346,0.00566,-0.74415,-0.49737,0.40370,0.57438,-2.39156,0.35199,-0.02455,-0.05972,-0.02482,-1.37203,-0.05838
3.4771,1550,0.51955,0.15698,0.54275,0.29343,0.54275,0.29343,0.00000,-0.00000,0.54305,2.54245,0.29429,0.11277,0.00000,0.08000,0.00000,0.10000,0.00128,1,interpolated,0.000000,-0.31879,-0.10279,0.00693,-0.73515,-0.49334,0.40559,0.57086,-2.39510,0.34783,-0.02811,-0.05440,-0.02781,-1.34564,-0.05354
3.5785,1550,0.51710,0.15055,0.53857,0.28332,0.53857,0.28332,0.00000,-0.00000,0.53876,2.57094,0.28468,0.11249,0.00000,0.08000,0.00000,0.10000,-0.01490,1,interpolated,0.000000,-0.31024,-0.10304,0.00950,-0.72579,-0.48984,0.40926,0.56771,-2.40152,0.34032,-0.02914,-0.05699,-0.02894,-1.31072,-0.05564
3.6796,1550,0.51374,0.14807,0.53465,0.28061,0.53465,0.28061,0.00000,-0.00000,0.53483,2.59667,0.28169,0.11228,0.00000,0.08000,0.00000,0.10000,-0.01707,1,interpolated,0.000000,-0.30301,-0.10266,0.01008,-0.71641,-0.48634,0.41078,0.56401,-2.40355,0.33734,-0.02936,-0.05673,-0.02918,-1.28296,-0.05565
3.7818,1550,0.50993,0.14385,0.52983,0.27495,0.52983,0.27495,0.00000,-0.00000,0.53005,2.62344,0.27614,0.11207,0.00000,0.08000,0.00000,0.10000,-0.02460,1,interpolated,0.000000,-0.29486,-0.10204,0.00895,-0.70717,-0.48219,0.40906,0.56082,-2.40570,0.33578,-0.03100,-0.06083,-0.03077,-1.25404,-0.05964
3.8837,1550,0.50554,0.14376,0.52558,0.27706,0.52558,0.27706,0.00000,-0.00000,0.52579,2.64662,0.27790,0.11192,0.00000,0.08000,0.00000,0.10000,-0.01673,1,interpolated,0.000000,-0.28713,-0.10205,0.00586,-0.69795,-0.47789,0.40505,0.55680,-2.40649,0.33591,-0.03122,-0.05885,-0.03101,-1.23007,-0.05801
3.9752,1550,0.50165,0.14372,0.52183,0.27901,0.52183,0.27901,0.00000,-0.00000,0.52204,2.66673,0.27978,0.11181,0.00000,0.08000,0.00000,0.10000,-0.00908,1,interpolated,0.000000,-0.28037,-0.10153,0.00418,-0.68948,-0.47419,0.40236,0.55340,-2.40698,0.33644,-0.03157,-0.05742,-0.03136,-1.20947,-0.05666
4.0754,1550,0.49879,0.14317,0.51893,0.27952,0.51893,0.27952,0.00000,-0.00000,0.51909,2.68903,0.28031,0.11173,0.00000,0.08000,0.00000,0.10000,-0.00379,1,interpolated,0.000000,-0.27174,-0.10128,0.00252,-0.68004,-0.47065,0.40133,0.55058,-2.40874,0.33405,-0.03165,-0.05453,-0.03149,-1.18541,-0.05373
4.1749,1550,0.49629,0.14277,0.51642,0.28012,0.51642,0.28012,0.00000,-0.00000,0.51657,2.71059,0.28086,0.11166,0.00000,0.08000,0.00000,0.10000,0.00147,1,interpolated,0.000000,-0.26434,-0.10121,0.00449,-0.67127,-0.46684,0.40287,0.54706,-2.41410,0.32912,-0.03064,-0.04900,-0.03050,-1.15850,-0.04825
4.2741,1550,0.49760,0.13921,0.51671,0.27278,0.51671,0.27278,0.00000,-0.00000,0.51673,2.73570,0.27387,0.11167,0.00000,0.08000,0.00000,0.10000,-0.00885,1,interpolated,0.000000,-0.25621,-0.10076,0.00398,-0.66220,-0.46265,0.40564,0.54386,-2.41754,0.32238,-0.02716,-0.04960,-0.02714,-1.12994,-0.04851
4.3738,1550,0.49498,0.13618,0.51337,0.26848,0.51337,0.26848,0.00000,-0.00000,0.51356,2.75869,0.26946,0.11163,0.00000,0.08000,0.00000,0.10000,-0.01405,1,interpolated,0.000000,-0.24856,-0.10093,0.00280,-0.65300,-0.45865,0.40683,0.53995,-2.42022,0.31734,-0.02657,-0.04885,-0.02639,-1.10427,-0.04787
4.4748,1550,0.48771,0.13248,0.50538,0.26523,0.50538,0.26523,0.00000,-0.00000,0.50579,2.78038,0.26615,0.11153,0.00000,0.08000,0.00000,0.10000,-0.01722,1,interpolated,0.000000,-0.24056,-0.10054,0.00194,-0.64332,-0.45516,0.40685,0.53663,-2.42161,0.31507,-0.03125,-0.04984,-0.03084,-1.08119,-0.04892
4.5736,1550,0.48656,0.12975,0.50356,0.26061,0.50356,0.26061,0.00000,-0.00000,0.50370,2.80300,0.26160,0.11155,0.00000,0.08000,0.00000,0.10000,-0.02262,1,interpolated,0.000000,-0.23195,-0.10028,0.00164,-0.63442,-0.45117,0.40317,0.53396,-2.42620,0.31387,-0.03039,-0.05326,-0.03025,-1.05398,-0.05227
4.6735,1550,0.48337,0.13042,0.50066,0.26355,0.50066,0.26355,0.00000,-0.00000,0.50084,2.82151,0.26417,0.11154,0.00000,0.08000,0.00000,0.10000,-0.01320,1,interpolated,0.000000,-0.22452,-0.10010,0.00010,-0.62535,-0.44715,0.40321,0.53020,-2.42808,0.31041,-0.02955,-0.04686,-0.02937,-1.03359,-0.04624
4.7741,1550,0.48237,0.12867,0.49924,0.26067,0.49924,0.26067,0.00000,-0.00000,0.49936,2.84226,0.26150,0.11159,0.00000,0.08000,0.00000,0.10000,-0.01472,1,interpolated,0.000000,-0.21645,-0.09988,0.00066,-0.61585,-0.44291,0.40163,0.52649,-2.43263,0.30799,-0.02725,-0.04731,-0.02713,-1.00829,-0.04648
4.8727,1550,0.49186,0.12513,0.50753,0.24912,0.50753,0.24912,0.00000,-0.00000,0.50720,2.86783,0.25038,0.11187,0.00000,0.08000,0.00000,0.10000,-0.03363,1,interpolated,0.000000,-0.20797,-0.09980,-0.00015,-0.60631,-0.43941,0.40422,0.52346,-2.43546,0.30176,-0.01593,-0.05264,-0.01626,-0.97990,-0.05138
4.9754,1550,0.48455,0.12198,0.49966,0.24661,0.49966,0.24661,0.00000,-0.00000,0.50005,2.88732,0.24748,0.11186,0.00000,0.08000,0.00000,0.10000,-0.03591,1,interpolated,0.000000,-0.20013,-0.09960,-0.00011,-0.59698,-0.43583,0.40285,0.52014,-2.43859,0.30003,-0.02047,-0.05342,-0.02009,-0.95728,-0.05255
5.0735,1550,0.47738,0.12069,0.49240,0.24762,0.49240,0.24762,0.00000,-0.00000,0.49281,2.90373,0.24830,0.11182,0.00000,0.08000,0.00000,0.10000,-0.03058,1,interpolated,0.000000,-0.19158,-0.09923,-0.00005,-0.58853,-0.43202,0.39824,0.51800,-2.44385,0.29946,-0.02560,-0.05183,-0.02519,-0.93561,-0.05115
5.1733,1550,0.47150,0.11929,0.48636,0.24779,0.48636,0.24779,0.00000,-0.00000,0.48671,2.92044,0.24847,0.11181,0.00000,0.08000,0.00000,0.10000,-0.02652,1,interpolated,0.000000,-0.18381,-0.09897,-0.00028,-0.57959,-0.42804,0.39285,0.51471,-2.44769,0.30077,-0.02835,-0.05298,-0.02800,-0.91506,-0.05230
5.2725,1550,0.46945,0.11704,0.48382,0.24434,0.48382,0.24434,0.00000,-0.00000,0.48401,2.93880,0.24516,0.11189,0.00000,0.08000,0.00000,0.10000,-0.02970,1,interpolated,0.000000,-0.17589,-0.09864,-0.00011,-0.57022,-0.42421,0.38849,0.51137,-2.45130,0.30169,-0.02755,-0.05736,-0.02736,-0.89309,-0.05654
5.3725,1550,0.46628,0.11571,0.48042,0.24324,0.48042,0.24324,0.00000,-0.00000,0.48064,2.95560,0.24395,0.11195,0.00000,0.08000,0.00000,0.10000,-0.02853,1,interpolated,0.000000,-0.16724,-0.09850,-0.00068,-0.56141,-0.42099,0.38766,0.50929,-2.45519,0.29805,-0.02887,-0.05482,-0.02864,-0.87239,-0.05411
5.4720,1550,0.46336,0.11530,0.47749,0.24388,0.47749,0.24388,0.00000,-0.00000,0.47769,2.97084,0.24447,0.11200,0.00000,0.08000,0.00000,0.10000,-0.02382,1,interpolated,0.000000,-0.15985,-0.09813,-0.00272,-0.55278,-0.41753,0.38810,0.50637,-2.45632,0.29445,-0.02889,-0.05057,-0.02868,-0.85603,-0.04997
5.5717,1550,0.46080,0.11451,0.47481,0.24357,0.47481,0.24357,0.00000,-0.00000,0.47501,2.98590,0.24417,0.11206,0.00000,0.08000,0.00000,0.10000,-0.02096,1,interpolated,0.000000,-0.15197,-0.09777,0.00070,-0.54359,-0.41384,0.38918,0.50326,-2.46324,0.28987,-0.02845,-0.04630,-0.02826,-0.83405,-0.04570
5.6735,1550,0.45793,0.11331,0.47174,0.24258,0.47174,0.24258,0.00000,-0.00000,0.47195,3.00096,0.24318,0.11213,0.00000,0.08000,0.00000,0.10000,-0.01952,1,interpolated,0.000000,-0.14372,-0.09774,-0.00005,-0.53365,-0.40973,0.38696,0.49938,-2.46673,0.28786,-0.02765,-0.04528,-0.02744,-0.81550,-0.04468
5.7712,1550,0.45695,0.10779,0.46949,0.23166,0.46949,0.23166,0.00000,-0.00000,0.46968,3.02009,0.23274,0.11231,0.00000,0.08000,0.00000,0.10000,-0.03799,1,interpolated,0.000000,-0.13669,-0.09746,0.00284,-0.52450,-0.40626,0.38402,0.49573,-2.47198,0.28844,-0.02624,-0.05678,-0.02606,-0.79112,-0.05570
5.8715,1550,0.45243,0.10954,0.46550,0.23754,0.46550,0.23754,0.00000,-0.00000,0.46575,3.03105,0.23787,0.11231,0.00000,0.08000,0.00000,0.10000,-0.02386,1,interpolated,0.000000,-0.12849,-0.09696,0.00625,-0.51560,-0.40261,0.38003,0.49323,-2.47949,0.28832,-0.02773,-0.05078,-0.02748,-0.77264,-0.05045
5.9712,1550,0.44820,0.11002,0.46151,0.24072,0.46151,0.24072,0.00000,-0.00000,0.46177,3.04206,0.24107,0.11230,0.00000,0.08000,0.00000,0.10000,-0.01392,1,interpolated,0.000000,-0.12104,-0.09711,0.00926,-0.50665,-0.39902,0.37847,0.48973,-2.48661,0.28578,-0.02822,-0.04506,-0.02796,-0.75452,-0.04471
6.0726,1550,0.44460,0.10954,0.45790,0.24156,0.45790,0.24156,0.00000,-0.00000,0.45814,3.05381,0.24197,0.11232,0.00000,0.08000,0.00000,0.10000,-0.00885,1,interpolated,0.000000,-0.11321,-0.09637,0.00953,-0.49662,-0.39499,0.37634,0.48599,-2.48942,0.28536,-0.02809,-0.04381,-0.02785,-0.73996,-0.04339
6.1686,1550,0.44142,0.10506,0.45375,0.23365,0.45375,0.23365,0.00000,-0.00000,0.45403,3.06879,0.23447,0.11244,0.00000,0.08000,0.00000,0.10000,-0.02149,1,interpolated,0.000000,-0.10545,-0.09653,0.01120,-0.48751,-0.39150,0.37702,0.48268,-2.49533,0.28044,-0.02893,-0.04679,-0.02865,-0.71906,-0.04597
6.2686,1550,0.43880,0.10321,0.45078,0.23101,0.45078,0.23101,0.00000,-0.00000,0.45099,3.08179,0.23162,0.11252,0.00000,0.08000,0.00000,0.10000,-0.02437,1,interpolated,0.000000,-0.09823,-0.09599,0.01323,-0.47853,-0.38803,0.37927,0.47949,-2.49995,0.27561,-0.02872,-0.04460,-0.02850,-0.70144,-0.04399
6.3686,1550,0.43554,0.10140,0.44718,0.22873,0.44718,0.22873,0.00000,-0.00000,0.44743,3.09410,0.22931,0.11260,0.00000,0.08000,0.00000,0.10000,-0.02611,1,interpolated,0.000000,-0.08989,-0.09528,0.01049,-0.46954,-0.38435,0.37612,0.47718,-2.50132,0.27464,-0.03000,-0.04590,-0.02975,-0.68776,-0.04533
6.4693,1550,0.43290,0.09617,0.44345,0.21861,0.44345,0.21861,0.00000,-0.00000,0.44370,3.11001,0.21956,0.11277,0.00000,0.08000,0.00000,0.10000,-0.04340,1,interpolated,0.000000,-0.08228,-0.09513,0.00819,-0.45977,-0.38049,0.37259,0.47321,-2.50249,0.27470,-0.02976,-0.05609,-0.02951,-0.67068,-0.05515
6.5687,1550,0.43028,0.09332,0.44029,0.21356,0.44029,0.21356,0.00000,-0.00000,0.44051,3.12347,0.21434,0.11291,0.00000,0.08000,0.00000,0.10000,-0.05123,1,interpolated,0.000000,-0.07447,-0.09471,0.00781,-0.45030,-0.37668,0.37006,0.46985,-2.50573,0.27360,-0.02956,-0.06004,-0.02934,-0.65398,-0.05926
6.6691,1557,-0.34952,1.36776,1.41171,1.82098,1.41171,1.82098,0.00000,-0.00000,1.36762,2.37408,1.74377,0.10557,0.00000,0.08000,0.00000,0.10000,2.01055,1,interpolated,0.000000,-0.06596,-0.09455,0.00604,-0.44125,-0.37304,0.36800,0.46733,-2.50922,0.27041,0.94438,1.55057,0.90030,-1.39988,1.47336
6.7672,1550,0.42670,0.09388,0.43691,0.21655,0.43691,0.21655,0.00000,-0.00000,0.48042,2.40521,0.28385,0.08338,0.00000,0.08000,0.00000,0.10000,-0.01418,1,interpolated,0.000000,-0.05874,-0.09398,0.00624,-0.43257,-0.36995,0.37208,0.46466,-2.51191,0.26384,-0.02775,-0.04729,0.01576,-1.36606,0.02001
6.8664,1550,0.43156,0.08359,0.43958,0.19132,0.43958,0.19132,0.00000,-0.00000,0.44131,2.43800,0.19680,0.08042,0.00000,0.08000,0.00000,0.10000,-0.20348,1,interpolated,0.000000,-0.05057,-0.09336,0.00712,-0.42631,-0.36911,0.41829,0.46607,-2.51561,0.21481,-0.02649,-0.02349,-0.02477,-1.32957,-0.01801
6.9667,1550,0.42876,0.07111,0.43462,0.16435,0.43462,0.16435,0.00000,-0.00000,0.43476,2.46767,0.16772,0.07877,0.00000,0.08000,0.00000,0.10000,-0.26255,1,interpolated,0.000000,-0.04274,-0.09317,0.00611,-0.41845,-0.36653,0.43443,0.46464,-2.51870,0.19456,-0.03002,-0.03021,-0.02988,-1.29681,-0.02684
7.0672,1550,0.43209,0.06398,0.43680,0.14701,0.43680,0.14701,0.00000,-0.00000,0.43654,2.49657,0.15005,0.07748,0.00000,0.08000,0.00000,0.10000,-0.29550,1,interpolated,0.000000,-0.03490,-0.09290,0.00469,-0.41001,-0.36180,0.42057,0.46154,-2.52435,0.20137,-0.02474,-0.05435,-0.02500,-1.26227,-0.05132
7.1672,1550,0.43271,0.06565,0.43767,0.15058,0.43767,0.15058,0.00000,-0.00000,0.43745,2.52055,0.15269,0.07667,0.00000,0.08000,0.00000,0.10000,-0.28501,1,interpolated,0.000000,-0.02619,-0.09262,0.00385,-0.40128,-0.35738,0.39753,0.45912,-2.53080,0.21712,-0.02146,-0.06654,-0.02167,-1.23184,-0.06443
7.2670,1550,0.42985,0.06754,0.43513,0.15585,0.43513,0.15585,0.00000,-0.00000,0.43507,2.54310,0.15775,0.07595,0.00000,0.08000,0.00000,0.10000,-0.26996,1,interpolated,0.000000,-0.01865,-0.09224,0.00245,-0.39268,-0.35309,0.36848,0.45601,-2.53507,0.24049,-0.02088,-0.08464,-0.02094,-1.20501,-0.08274
7.3665,1550,0.43324,0.07168,0.43913,0.16397,0.43913,0.16397,0.00000,-0.00000,0.43879,2.56528,0.16564,0.07546,0.00000,0.08000,0.00000,0.10000,-0.24816,1,interpolated,0.000000,-0.01056,-0.09206,0.00406,-0.38430,-0.34910,0.34192,0.45360,-2.54322,0.26052,-0.01446,-0.09655,-0.01481,-1.17468,-0.09488
