time,object_id,x21_lidar,y21_lidar,rho_lidar_raw,alpha2_lidar_raw,rho_measured,alpha2_measured,rho_bias,alpha2_bias,rho_hat,alpha1_hat,alpha2_hat,v1_hat,u1_hat,v1_cmd,u1_cmd,v2_cmd,u2_cmd,mocap_valid,mocap_sync_mode,mocap_time_error,x1_mocap,y1_mocap,th1_mocap,x2_mocap,y2_mocap,th2_mocap,rho_mocap,alpha1_mocap,alpha2_mocap,rho_lidar_minus_mocap,alpha2_lidar_minus_mocap,rho_hat_minus_mocap,alpha1_hat_minus_mocap,alpha2_hat_minus_mocap
15.5487,1550,0.22399,0.04113,0.22774,0.18162,0.22774,0.18162,0.00000,-0.00000,0.22774,-2.91441,0.18168,0.07900,0.00000,0.08000,0.00000,0.10000,-0.00260,1,interpolated,0.000000,0.63868,-0.06676,0.00254,0.40359,-0.16899,0.17123,0.25636,-2.73395,0.23895,-0.02862,-0.05733,-0.02862,-0.18046,-0.05727
15.6482,1550,0.22344,0.03976,0.22695,0.17609,0.22695,0.17609,0.00000,-0.00000,0.22689,-2.91188,0.17638,0.07906,0.00000,0.08000,0.00000,0.10000,-0.01395,1,interpolated,0.000000,0.64670,-0.06602,0.00579,0.41321,-0.16801,0.17099,0.25480,-2.73556,0.24084,-0.02785,-0.06474,-0.02791,-0.17632,-0.06445
15.7476,1550,0.22235,0.03838,0.22564,0.17093,0.22564,0.17093,0.00000,-0.00000,0.22560,-2.90940,0.17125,0.07912,0.00000,0.08000,0.00000,0.10000,-0.02461,1,interpolated,0.000000,0.65540,-0.06592,0.00595,0.42212,-0.16645,0.17104,0.25403,-2.74066,0.23585,-0.02839,-0.06492,-0.02843,-0.16873,-0.06459
15.8467,1550,0.22434,0.03833,0.22759,0.16920,0.22759,0.16920,0.00000,-0.00000,0.22740,-2.90844,0.16939,0.07920,0.00000,0.08000,0.00000,0.10000,-0.02995,1,interpolated,0.000000,0.66229,-0.06547,0.00359,0.43155,-0.16461,0.16754,0.25114,-2.73939,0.23825,-0.02354,-0.06905,-0.02373,-0.16905,-0.06886
15.9466,1550,0.22247,0.03830,0.22574,0.17047,0.22574,0.17047,0.00000,-0.00000,0.22572,-2.90858,0.17053,0.07922,0.00000,0.08000,0.00000,0.10000,-0.02606,1,interpolated,0.000000,0.67053,-0.06508,0.00294,0.44157,-0.16298,0.16367,0.24901,-2.74046,0.24041,-0.02327,-0.06994,-0.02329,-0.16813,-0.06988
16.0461,1550,0.21709,0.03770,0.22033,0.17194,0.22033,0.17194,0.00000,-0.00000,0.22048,-2.90879,0.17197,0.07918,0.00000,0.08000,0.00000,0.10000,-0.01896,1,interpolated,0.000000,0.67828,-0.06507,0.00154,0.45135,-0.16179,0.16011,0.24668,-2.74021,0.24281,-0.02635,-0.07087,-0.02620,-0.16859,-0.07084
16.1451,1550,0.21526,0.03622,0.21829,0.16671,0.21829,0.16671,0.00000,-0.00000,0.21829,-2.90662,0.16703,0.07922,0.00000,0.08000,0.00000,0.10000,-0.02860,1,interpolated,0.000000,0.68584,-0.06464,0.00642,0.46086,-0.16022,0.15833,0.24444,-2.74628,0.24340,-0.02615,-0.07670,-0.02615,-0.16034,-0.07637
16.2448,1550,0.21366,0.03469,0.21646,0.16094,0.21646,0.16094,0.00000,-0.00000,0.21645,-2.90417,0.16134,0.07928,0.00000,0.08000,0.00000,0.10000,-0.04022,1,interpolated,0.000000,0.69413,-0.06500,0.00412,0.47023,-0.15868,0.15653,0.24271,-2.74946,0.23972,-0.02625,-0.07878,-0.02626,-0.15471,-0.07839
16.3442,1550,0.21411,0.03659,0.21721,0.16924,0.21721,0.16924,0.00000,-0.00000,0.21708,-2.90754,0.16899,0.07929,0.00000,0.08000,0.00000,0.10000,-0.02316,1,interpolated,0.000000,0.70146,-0.06413,0.00896,0.48051,-0.15686,0.15574,0.23961,-2.75321,0.24160,-0.02240,-0.07236,-0.02253,-0.15433,-0.07261
16.4436,1550,0.20419,0.03525,0.20721,0.17096,0.20721,0.17096,0.00000,-0.00000,0.20756,-2.90809,0.17094,0.07919,0.00000,0.08000,0.00000,0.10000,-0.01125,1,interpolated,0.000000,0.70915,-0.06377,0.00937,0.49044,-0.15568,0.15239,0.23724,-2.75314,0.24543,-0.03003,-0.07447,-0.02968,-0.15495,-0.07449
16.5433,1550,0.20427,0.03495,0.20723,0.16945,0.20723,0.16945,0.00000,-0.00000,0.20715,-2.90797,0.16954,0.07922,0.00000,0.08000,0.00000,0.10000,-0.01426,1,interpolated,0.000000,0.71716,-0.06402,0.01398,0.49992,-0.15409,0.15109,0.23518,-2.76254,0.24194,-0.02794,-0.07249,-0.02803,-0.14543,-0.07239
16.6427,1550,0.20743,0.03224,0.20992,0.15419,0.20992,0.15419,0.00000,-0.00000,0.20970,-2.90226,0.15497,0.07937,0.00000,0.08000,0.00000,0.10000,-0.04993,1,interpolated,0.000000,0.72441,-0.06381,0.01135,0.50951,-0.15253,0.15091,0.23249,-2.76142,0.24061,-0.02257,-0.08642,-0.02279,-0.14085,-0.08564
16.7415,1550,0.19898,0.03381,0.20183,0.16834,0.20183,0.16834,0.00000,-0.00000,0.20209,-2.90765,0.16785,0.07924,0.00000,0.08000,0.00000,0.10000,-0.01407,1,interpolated,0.000000,0.73294,-0.06300,0.01335,0.51966,-0.15109,0.15168,0.23076,-2.76323,0.24003,-0.02893,-0.07170,-0.02867,-0.14442,-0.07219
16.8421,1550,0.19171,0.03099,0.19420,0.16026,0.19420,0.16026,0.00000,-0.00000,0.19445,-2.90485,0.16065,0.07921,0.00000,0.08000,0.00000,0.10000,-0.02416,1,interpolated,0.000000,0.74032,-0.06278,0.01000,0.53014,-0.14949,0.15091,0.22736,-2.76031,0.24037,-0.03317,-0.08011,-0.03291,-0.14454,-0.07972
16.9409,1550,0.19654,0.03540,0.19970,0.17821,0.19970,0.17821,0.00000,-0.00000,0.19936,-2.91345,0.17741,0.07922,0.00000,0.08000,0.00000,0.10000,0.00981,1,interpolated,0.000000,0.74794,-0.06238,0.00561,0.53926,-0.14809,0.14876,0.22560,-2.75749,0.24094,-0.02590,-0.06273,-0.02624,-0.15596,-0.06354
17.0407,1550,0.19125,0.03527,0.19447,0.18236,0.19447,0.18236,0.00000,-0.00000,0.19460,-2.91596,0.18206,0.07916,0.00000,0.08000,0.00000,0.10000,0.02474,1,interpolated,0.000000,0.75614,-0.06208,0.01022,0.54845,-0.14661,0.14736,0.22423,-2.76529,0.23916,-0.02976,-0.05681,-0.02963,-0.15067,-0.05710
17.1401,1550,0.19046,0.03320,0.19333,0.17260,0.19333,0.17260,0.00000,-0.00000,0.19329,-2.91279,0.17294,0.07920,0.00000,0.08000,0.00000,0.10000,0.00448,1,interpolated,0.000000,0.76387,-0.06157,0.00974,0.55837,-0.14520,0.14606,0.22186,-2.76483,0.24044,-0.02853,-0.06785,-0.02857,-0.14797,-0.06750
17.2404,1550,0.19836,0.03212,0.20094,0.16054,0.20094,0.16054,0.00000,-0.00000,0.20049,-2.90883,0.16109,0.07936,0.00000,0.08000,0.00000,0.10000,-0.02976,1,interpolated,0.000000,0.77204,-0.06126,0.00879,0.56872,-0.14383,0.14498,0.21945,-2.76461,0.24079,-0.01851,-0.08025,-0.01895,-0.14422,-0.07969
17.3403,1550,0.18851,0.02933,0.19078,0.15435,0.19078,0.15435,0.00000,-0.00000,0.19112,-2.90623,0.15477,0.07930,0.00000,0.08000,0.00000,0.10000,-0.03624,1,interpolated,0.000000,0.77971,-0.06136,0.00934,0.57863,-0.14249,0.14639,0.21683,-2.76742,0.23712,-0.02605,-0.08276,-0.02571,-0.13881,-0.08235
17.4392,1550,0.19084,0.03151,0.19342,0.16362,0.19342,0.16362,0.00000,-0.00000,0.19322,-2.91082,0.16328,0.07933,0.00000,0.08000,0.00000,0.10000,-0.01867,1,interpolated,0.000000,0.78722,-0.06107,0.00375,0.58791,-0.14130,0.14906,0.21485,-2.76265,0.23363,-0.02143,-0.07002,-0.02164,-0.14817,-0.07035
17.5391,1550,0.18734,0.02915,0.18959,0.15436,0.18959,0.15436,0.00000,-0.00000,0.18966,-2.90778,0.15483,0.07934,0.00000,0.08000,0.00000,0.10000,-0.03529,1,interpolated,0.000000,0.79604,-0.06060,0.00426,0.59759,-0.13999,0.14872,0.21373,-2.76532,0.23182,-0.02414,-0.07746,-0.02408,-0.14246,-0.07699
17.6389,1550,0.18242,0.02798,0.18455,0.15218,0.18455,0.15218,0.00000,-0.00000,0.18468,-2.90734,0.15241,0.07932,0.00000,0.08000,0.00000,0.10000,-0.03645,1,interpolated,0.000000,0.80375,-0.06042,0.00400,0.60787,-0.13874,0.14825,0.21095,-2.76524,0.23210,-0.02640,-0.07992,-0.02627,-0.14210,-0.07970
17.7386,1550,0.17952,0.02853,0.18177,0.15759,0.18177,0.15759,0.00000,-0.00000,0.18181,-2.91040,0.15743,0.07930,0.00000,0.08000,0.00000,0.10000,-0.02218,1,interpolated,0.000000,0.81193,-0.06025,0.00280,0.61713,-0.13726,0.14695,0.20946,-2.76792,0.22953,-0.02769,-0.07194,-0.02765,-0.14248,-0.07210
17.8388,1550,0.18200,0.02730,0.18403,0.14888,0.18403,0.14888,0.00000,-0.00000,0.18383,-2.90809,0.14933,0.07938,0.00000,0.08000,0.00000,0.10000,-0.04361,1,interpolated,0.000000,0.82005,-0.06021,0.00283,0.62650,-0.13603,0.14291,0.20787,-2.77104,0.23047,-0.02384,-0.08159,-0.02404,-0.13704,-0.08114
17.9378,1550,0.18331,0.02989,0.18573,0.16163,0.18573,0.16163,0.00000,-0.00000,0.18554,-2.91414,0.16115,0.07941,0.00000,0.08000,0.00000,0.10000,-0.01798,1,interpolated,0.000000,0.82772,-0.05984,0.00351,0.63586,-0.13483,0.13692,0.20600,-2.77250,0.23568,-0.02027,-0.07406,-0.02046,-0.14164,-0.07454
18.0382,1550,0.18219,0.03007,0.18466,0.16357,0.18466,0.16357,0.00000,-0.00000,0.18460,-2.91585,0.16349,0.07942,0.00000,0.08000,0.00000,0.10000,-0.01184,1,interpolated,0.000000,0.83670,-0.05958,0.00285,0.64637,-0.13376,0.13260,0.20427,-2.77282,0.23903,-0.01961,-0.07546,-0.01967,-0.14303,-0.07554
18.1403,1550,0.18164,0.02995,0.18409,0.16343,0.18409,0.16343,0.00000,-0.00000,0.18402,-2.91657,0.16345,0.07944,0.00000,0.08000,0.00000,0.10000,-0.01164,1,interpolated,0.000000,0.84449,-0.05933,0.00631,0.65646,-0.13219,0.13185,0.20166,-2.77822,0.23783,-0.01757,-0.07440,-0.01764,-0.13835,-0.07438
18.2380,1550,0.17367,0.02875,0.17604,0.16405,0.17604,0.16405,0.00000,-0.00000,0.17631,-2.91718,0.16404,0.07937,0.00000,0.08000,0.00000,0.10000,-0.00242,1,interpolated,0.000000,0.85205,-0.05889,0.00456,0.66558,-0.13093,0.12957,0.19991,-2.77746,0.23912,-0.02387,-0.07507,-0.02360,-0.13972,-0.07508
18.3377,1550,0.16914,0.02695,0.17127,0.15801,0.17127,0.15801,0.00000,-0.00000,0.17140,-2.91554,0.15827,0.07934,0.00000,0.08000,0.00000,0.10000,-0.01098,1,interpolated,0.000000,0.86077,-0.05879,0.00390,0.67528,-0.13003,0.12867,0.19869,-2.77882,0.23800,-0.02742,-0.07999,-0.02729,-0.13671,-0.07972
18.4375,1550,0.16759,0.02643,0.16966,0.15644,0.16966,0.15644,0.00000,-0.00000,0.16965,-2.91600,0.15652,0.07935,0.00000,0.08000,0.00000,0.10000,-0.01366,1,interpolated,0.000000,0.86814,-0.05808,0.00025,0.68528,-0.12887,0.12637,0.19609,-2.77248,0.24299,-0.02642,-0.08655,-0.02644,-0.14352,-0.08647
18.5376,1550,0.16362,0.02679,0.16580,0.16226,0.16580,0.16226,0.00000,-0.00000,0.16588,-2.91954,0.16199,0.07932,0.00000,0.08000,0.00000,0.10000,0.00325,1,interpolated,0.000000,0.87655,-0.05753,0.00342,0.69562,-0.12735,0.12570,0.19393,-2.77673,0.24258,-0.02813,-0.08032,-0.02805,-0.14281,-0.08059
18.6372,1550,0.16854,0.02679,0.17066,0.15760,0.17066,0.15760,0.00000,-0.00000,0.17034,-2.91929,0.15776,0.07941,0.00000,0.08000,0.00000,0.10000,-0.01270,1,interpolated,0.000000,0.88431,-0.05763,0.00443,0.70517,-0.12591,0.12645,0.19171,-2.78185,0.23773,-0.02105,-0.08012,-0.02137,-0.13743,-0.07997
18.7361,1550,0.16702,0.02739,0.16925,0.16253,0.16925,0.16253,0.00000,-0.00000,0.16920,-2.92222,0.16231,0.07941,0.00000,0.08000,0.00000,0.10000,-0.00102,1,interpolated,0.000000,0.89179,-0.05738,0.00518,0.71474,-0.12500,0.12688,0.18952,-2.78194,0.23794,-0.02027,-0.07541,-0.02031,-0.14027,-0.07563
18.8380,1550,0.16010,0.02631,0.16225,0.16289,0.16225,0.16289,0.00000,-0.00000,0.16246,-2.92315,0.16284,0.07935,0.00000,0.08000,0.00000,0.10000,0.00804,1,interpolated,0.000000,0.90037,-0.05721,0.00993,0.72508,-0.12399,0.12902,0.18758,-2.78754,0.23496,-0.02534,-0.07207,-0.02512,-0.13561,-0.07212
18.9409,1550,0.15544,0.02483,0.15741,0.15842,0.15741,0.15842,0.00000,-0.00000,0.15754,-2.92242,0.15856,0.07932,0.00000,0.08000,0.00000,0.10000,0.00359,1,interpolated,0.000000,0.90810,-0.05699,0.01069,0.73542,-0.12291,0.13007,0.18483,-2.78762,0.23460,-0.02742,-0.07618,-0.02729,-0.13480,-0.07604
19.0461,1550,0.15157,0.02511,0.15364,0.16418,0.15364,0.16418,0.00000,-0.00000,0.15371,-2.92624,0.16386,0.07929,0.00000,0.08000,0.00000,0.10000,0.02079,1,interpolated,0.000000,0.91661,-0.05617,0.01380,0.74571,-0.12114,0.12698,0.18283,-2.79209,0.23632,-0.02919,-0.07215,-0.02912,-0.13415,-0.07246
19.1351,1550,0.15211,0.02475,0.15411,0.16129,0.15411,0.16129,0.00000,-0.00000,0.15399,-2.92656,0.16131,0.07932,0.00000,0.08000,0.00000,0.10000,0.01358,1,interpolated,0.000000,0.92394,-0.05589,0.01466,0.75407,-0.12012,0.12572,0.18161,-2.79477,0.23577,-0.02750,-0.07447,-0.02762,-0.13179,-0.07446
19.2347,1550,0.15302,0.02398,0.15489,0.15545,0.15489,0.15545,0.00000,-0.00000,0.15475,-2.92559,0.15564,0.07936,0.00000,0.08000,0.00000,0.10000,-0.00185,1,interpolated,0.000000,0.93117,-0.05561,0.01335,0.76406,-0.11905,0.12448,0.17875,-2.79210,0.23837,-0.02386,-0.08292,-0.02400,-0.13350,-0.08273
19.3388,1550,0.14846,0.02198,0.15008,0.14700,0.15008,0.14700,0.00000,-0.00000,0.15018,-2.92330,0.14736,0.07933,0.00000,0.08000,0.00000,0.10000,-0.01622,1,interpolated,0.000000,0.94004,-0.05506,0.01118,0.77491,-0.11810,0.12778,0.17675,-2.78810,0.23690,-0.02667,-0.08990,-0.02657,-0.13520,-0.08954
19.4342,1550,0.14384,0.02102,0.14536,0.14510,0.14536,0.14510,0.00000,-0.00000,0.14550,-2.92385,0.14522,0.07930,0.00000,0.08000,0.00000,0.10000,-0.01544,1,interpolated,0.000000,0.94708,-0.05488,0.01163,0.78439,-0.11667,0.12944,0.17403,-2.79031,0.23347,-0.02867,-0.08837,-0.02854,-0.13354,-0.08826
19.5342,1550,0.14058,0.02213,0.14231,0.15611,0.14231,0.15611,0.00000,-0.00000,0.14236,-2.93033,0.15557,0.07928,0.00000,0.08000,0.00000,0.10000,0.01357,1,interpolated,0.000000,0.95493,-0.05439,0.01095,0.79389,-0.11550,0.13303,0.17224,-2.78988,0.22963,-0.02993,-0.07352,-0.02988,-0.14045,-0.07406
19.6366,1550,0.13549,0.02026,0.13700,0.14841,0.13700,0.14841,0.00000,-0.00000,0.13714,-2.92891,0.14864,0.07924,0.00000,0.08000,0.00000,0.10000,0.00413,1,interpolated,0.000000,0.96328,-0.05440,0.01068,0.80359,-0.11475,0.13437,0.17071,-2.79097,0.22694,-0.03372,-0.07853,-0.03358,-0.13794,-0.07830
19.7350,1550,0.12998,0.01886,0.13134,0.14412,0.13134,0.14412,0.00000,-0.00000,0.13151,-2.92895,0.14425,0.07920,0.00000,0.08000,0.00000,0.10000,0.00184,1,interpolated,0.000000,0.97036,-0.05416,0.01041,0.81330,-0.11376,0.13251,0.16799,-2.78930,0.23020,-0.03665,-0.08608,-0.03648,-0.13965,-0.08595
19.8351,1550,0.12993,0.01817,0.13120,0.13895,0.13120,0.13895,0.00000,-0.00000,0.13111,-2.92936,0.13911,0.07922,0.00000,0.08000,0.00000,0.10000,-0.01174,1,interpolated,0.000000,0.97882,-0.05315,0.00918,0.82327,-0.11236,0.13185,0.16643,-2.78705,0.23187,-0.03524,-0.09292,-0.03532,-0.14230,-0.09276
19.9358,1550,0.12961,0.01905,0.13101,0.14594,0.13101,0.14594,0.00000,-0.00000,0.13091,-2.93494,0.14557,0.07924,0.00000,0.08000,0.00000,0.10000,0.00306,1,interpolated,0.000000,0.98637,-0.05309,0.00862,0.83289,-0.11105,0.13007,0.16406,-2.78912,0.23102,-0.03305,-0.08508,-0.03314,-0.14582,-0.08545
20.0339,1550,0.12881,0.01978,0.13032,0.15235,0.13032,0.15235,0.00000,-0.00000,0.13025,-2.93986,0.15194,0.07927,0.00000,0.08000,0.00000,0.10000,0.01887,1,interpolated,0.000000,0.99411,-0.05279,0.00695,0.84220,-0.11026,0.12893,0.16242,-2.78690,0.23271,-0.03209,-0.08036,-0.03216,-0.15295,-0.08077
20.1321,1550,0.12419,0.01898,0.12563,0.15168,0.12563,0.15168,0.00000,-0.00000,0.12575,-2.94122,0.15158,0.07924,0.00000,0.08000,0.00000,0.10000,0.02550,1,interpolated,0.000000,1.00241,-0.05250,0.00382,0.85202,-0.10942,0.12846,0.16080,-2.78359,0.23336,-0.03516,-0.08168,-0.03505,-0.15763,-0.08178
